,amount,transaction_hour,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,merchant_category_Clothing,merchant_category_Electronics,merchant_category_Food,merchant_category_Grocery,merchant_category_Travel,is_fraud
2326,309.87,6,0,0,61,2,33,0.0,0.0,1.0,0.0,0.0,0
2327,0.28,19,0,0,74,2,28,0.0,0.0,1.0,0.0,0.0,0
2328,182.11,23,0,0,94,2,41,1.0,0.0,0.0,0.0,0.0,0
2329,9.45,23,1,0,50,0,58,0.0,0.0,1.0,0.0,0.0,0
2330,53.62,22,0,0,49,1,41,0.0,1.0,0.0,0.0,0.0,0
2331,11.05,3,1,0,57,3,56,1.0,0.0,0.0,0.0,0.0,0
2332,166.65,6,0,0,91,0,63,1.0,0.0,0.0,0.0,0.0,0
2333,208.84,9,0,0,97,6,63,0.0,0.0,1.0,0.0,0.0,0
2334,21.89,14,0,0,61,2,39,0.0,0.0,1.0,0.0,0.0,0
2335,87.16,11,0,0,62,2,35,1.0,0.0,0.0,0.0,0.0,0
2336,109.66,0,0,0,51,1,34,0.0,0.0,0.0,0.0,1.0,0
2337,82.9,19,0,0,37,0,18,0.0,0.0,0.0,0.0,1.0,0
2338,23.22,17,0,0,47,3,29,0.0,0.0,1.0,0.0,0.0,0
2339,97.72,15,0,0,91,1,40,0.0,0.0,0.0,0.0,1.0,0
2340,250.38,4,0,0,79,1,25,0.0,1.0,0.0,0.0,0.0,0
2341,13.26,18,0,0,61,1,50,0.0,1.0,0.0,0.0,0.0,0
2342,15.04,3,0,0,36,3,29,0.0,1.0,0.0,0.0,0.0,0
2343,78.87,5,0,0,78,2,34,1.0,0.0,0.0,0.0,0.0,0
2344,511.67,16,0,0,44,3,47,1.0,0.0,0.0,0.0,0.0,0
2345,198.78,6,0,0,42,2,56,1.0,0.0,0.0,0.0,0.0,0
2346,204.35,23,0,0,31,2,60,1.0,0.0,0.0,0.0,0.0,0
2347,80.87,22,0,0,26,1,30,1.0,0.0,0.0,0.0,0.0,0
2348,162.1,6,0,0,78,4,38,0.0,0.0,1.0,0.0,0.0,0
2349,1.83,8,0,0,32,1,26,0.0,0.0,0.0,0.0,1.0,0
2350,181.96,12,0,0,57,5,45,0.0,0.0,1.0,0.0,0.0,0
2351,440.13,19,0,0,70,4,24,0.0,0.0,0.0,0.0,1.0,0
2352,170.68,13,0,0,66,1,35,0.0,0.0,1.0,0.0,0.0,0
2353,372.44,15,0,0,87,2,67,0.0,1.0,0.0,0.0,0.0,0
2354,231.71,22,0,0,57,1,59,0.0,0.0,0.0,1.0,0.0,0
2355,23.12,8,0,0,93,0,50,1.0,0.0,0.0,0.0,0.0,0
2356,418.94,14,0,0,94,1,63,0.0,0.0,0.0,1.0,0.0,0
2357,12.38,4,0,0,28,0,40,0.0,0.0,0.0,1.0,0.0,0
2358,137.43,17,0,0,82,2,18,0.0,1.0,0.0,0.0,0.0,0
2359,27.6,20,0,0,53,2,56,0.0,0.0,0.0,1.0,0.0,0
2360,2.12,19,1,0,45,2,36,0.0,0.0,0.0,1.0,0.0,0
2361,98.68,7,0,0,50,2,36,0.0,1.0,0.0,0.0,0.0,0
2362,62.93,14,0,0,65,3,21,0.0,0.0,0.0,0.0,1.0,0
2363,119.8,20,0,0,58,4,24,0.0,0.0,1.0,0.0,0.0,0
2364,154.95,8,0,0,68,4,46,0.0,0.0,0.0,1.0,0.0,0
2365,8.05,18,0,0,25,1,65,1.0,0.0,0.0,0.0,0.0,0
2366,23.63,21,0,0,56,2,56,0.0,1.0,0.0,0.0,0.0,0
2367,147.22,5,0,0,56,2,28,0.0,0.0,0.0,1.0,0.0,0
2368,75.66,3,0,0,75,3,46,0.0,0.0,0.0,0.0,1.0,0
2369,235.13,10,0,0,48,0,25,0.0,0.0,0.0,0.0,1.0,0
2370,190.15,9,0,0,68,1,62,1.0,0.0,0.0,0.0,0.0,0
2371,336.28,2,0,0,61,0,26,0.0,0.0,0.0,1.0,0.0,0
2372,212.27,0,0,0,90,3,22,1.0,0.0,0.0,0.0,0.0,0
2373,101.16,11,1,0,38,0,48,0.0,0.0,0.0,0.0,1.0,0
2374,201.18,22,0,0,41,2,27,0.0,0.0,0.0,0.0,1.0,0
2375,57.98,14,0,0,39,3,60,0.0,0.0,1.0,0.0,0.0,0
2376,65.83,14,0,0,85,3,41,0.0,0.0,0.0,0.0,1.0,0
2377,280.05,20,0,1,73,1,34,0.0,1.0,0.0,0.0,0.0,0
2378,106.44,13,0,0,32,0,64,0.0,0.0,1.0,0.0,0.0,0
2379,288.25,6,0,0,27,0,28,1.0,0.0,0.0,0.0,0.0,0
2380,311.1,16,0,0,99,0,51,0.0,0.0,0.0,0.0,1.0,0
2381,350.79,23,0,0,51,2,41,0.0,1.0,0.0,0.0,0.0,0
2382,447.22,18,0,0,33,2,25,0.0,0.0,1.0,0.0,0.0,0
2383,101.49,6,0,0,39,3,61,0.0,1.0,0.0,0.0,0.0,0
2384,69.12,2,0,0,56,0,56,0.0,0.0,1.0,0.0,0.0,0
2385,157.09,2,0,0,35,3,41,0.0,0.0,1.0,0.0,0.0,0
2386,83.5,17,0,0,27,2,19,0.0,0.0,1.0,0.0,0.0,0
2387,165.42,19,0,0,50,2,25,1.0,0.0,0.0,0.0,0.0,0
2388,220.1,21,0,1,31,2,48,0.0,0.0,1.0,0.0,0.0,0
2389,209.89,13,1,0,79,4,64,0.0,0.0,1.0,0.0,0.0,0
2390,84.47,2,1,0,63,2,61,0.0,1.0,0.0,0.0,0.0,0
2391,32.86,6,0,0,28,4,52,0.0,0.0,1.0,0.0,0.0,0
2392,101.35,6,0,0,54,0,21,1.0,0.0,0.0,0.0,0.0,0
2393,27.69,4,0,0,62,3,29,0.0,1.0,0.0,0.0,0.0,0
2394,397.47,2,0,0,75,2,56,0.0,0.0,1.0,0.0,0.0,0
2395,76.4,17,0,0,60,1,33,0.0,1.0,0.0,0.0,0.0,0
2396,30.2,14,0,0,84,1,39,1.0,0.0,0.0,0.0,0.0,0
2397,4.64,19,0,0,75,1,34,0.0,1.0,0.0,0.0,0.0,0
2398,186.83,13,0,0,73,1,42,1.0,0.0,0.0,0.0,0.0,0
2399,182.36,3,0,0,39,3,68,0.0,0.0,0.0,0.0,1.0,0
2400,74.96,23,0,0,97,2,32,0.0,0.0,1.0,0.0,0.0,0
2401,13.39,7,0,0,52,1,37,1.0,0.0,0.0,0.0,0.0,0
2402,94.86,20,0,0,49,3,48,0.0,0.0,1.0,0.0,0.0,0
2403,67.11,12,0,0,60,1,67,1.0,0.0,0.0,0.0,0.0,0
2404,203.49,21,0,0,28,4,22,0.0,0.0,0.0,1.0,0.0,0
2405,167.55,7,0,0,45,2,47,0.0,0.0,0.0,1.0,0.0,0
2406,81.63,14,0,0,89,2,44,0.0,0.0,0.0,1.0,0.0,0
2407,44.24,16,0,0,93,3,63,1.0,0.0,0.0,0.0,0.0,0
2408,796.65,4,0,0,34,1,31,0.0,0.0,1.0,0.0,0.0,0
2409,108.93,19,0,0,74,0,63,0.0,0.0,0.0,1.0,0.0,0
2410,209.81,3,0,0,34,3,34,0.0,0.0,1.0,0.0,0.0,0
2411,27.26,10,0,0,40,4,47,1.0,0.0,0.0,0.0,0.0,0
2412,119.65,17,1,0,62,3,63,0.0,0.0,1.0,0.0,0.0,0
2413,5.03,9,0,0,91,2,21,0.0,0.0,1.0,0.0,0.0,0
2414,126.74,16,0,0,44,1,59,0.0,0.0,0.0,1.0,0.0,0
2415,598.45,14,0,0,93,5,21,0.0,1.0,0.0,0.0,0.0,0
2416,87.27,5,0,0,94,0,20,0.0,0.0,0.0,0.0,1.0,0
2417,7.16,22,0,0,49,2,24,1.0,0.0,0.0,0.0,0.0,0
2418,5.66,20,0,0,78,4,69,1.0,0.0,0.0,0.0,0.0,0
2419,88.38,15,0,0,36,2,56,1.0,0.0,0.0,0.0,0.0,0
2420,31.39,14,1,0,89,3,52,0.0,0.0,0.0,0.0,1.0,0
2421,4.25,7,0,0,78,1,30,0.0,1.0,0.0,0.0,0.0,0
2422,254.06,8,1,0,91,6,53,0.0,0.0,1.0,0.0,0.0,0
2423,110.42,10,0,0,45,3,68,1.0,0.0,0.0,0.0,0.0,0
2424,61.46,1,0,0,29,3,53,0.0,0.0,1.0,0.0,0.0,0
2425,414.62,12,0,0,82,2,64,0.0,0.0,0.0,1.0,0.0,0
2426,22.22,3,0,0,28,4,45,0.0,0.0,0.0,1.0,0.0,0
2427,561.91,8,0,0,43,1,69,0.0,0.0,0.0,1.0,0.0,0
2428,67.83,4,0,0,79,3,49,1.0,0.0,0.0,0.0,0.0,0
2429,394.72,18,0,0,85,1,61,0.0,0.0,0.0,0.0,1.0,0
2430,166.26,21,1,0,96,1,31,1.0,0.0,0.0,0.0,0.0,0
2431,315.5,2,0,1,48,2,53,0.0,0.0,0.0,1.0,0.0,0
2432,744.48,20,0,0,92,1,52,0.0,0.0,0.0,1.0,0.0,0
2433,61.24,2,0,0,43,3,55,1.0,0.0,0.0,0.0,0.0,0
2434,584.58,5,0,0,48,0,64,0.0,0.0,0.0,0.0,1.0,0
2435,88.82,9,0,0,78,0,22,0.0,0.0,0.0,0.0,1.0,0
2436,87.65,4,1,0,45,1,23,0.0,0.0,1.0,0.0,0.0,0
2437,74.9,2,0,0,96,2,29,0.0,1.0,0.0,0.0,0.0,0
2438,140.33,21,0,0,43,2,56,0.0,0.0,0.0,1.0,0.0,0
2439,30.13,23,0,0,99,2,69,0.0,0.0,0.0,0.0,1.0,0
2440,145.22,6,0,0,77,6,60,0.0,0.0,0.0,1.0,0.0,0
2441,140.44,21,0,0,74,0,66,0.0,1.0,0.0,0.0,0.0,0
2442,258.31,17,0,1,47,3,29,0.0,0.0,0.0,1.0,0.0,0
2443,322.86,22,0,0,61,2,25,0.0,0.0,0.0,0.0,1.0,0
2444,104.51,7,0,0,52,3,62,0.0,0.0,1.0,0.0,0.0,0
2445,64.8,0,0,0,95,1,35,1.0,0.0,0.0,0.0,0.0,0
2446,54.04,3,0,0,45,3,68,1.0,0.0,0.0,0.0,0.0,0
2447,38.96,23,0,0,45,3,35,0.0,0.0,0.0,0.0,1.0,0
2448,10.69,6,1,0,65,2,27,0.0,0.0,0.0,0.0,1.0,0
2449,75.46,13,0,0,59,4,23,0.0,1.0,0.0,0.0,0.0,0
2450,56.71,12,0,0,25,1,22,0.0,0.0,0.0,1.0,0.0,0
2451,610.87,9,0,0,91,1,62,0.0,1.0,0.0,0.0,0.0,0
2452,146.84,22,0,0,94,2,40,1.0,0.0,0.0,0.0,0.0,0
2453,76.79,17,0,0,28,0,42,0.0,0.0,0.0,1.0,0.0,0
2454,156.35,0,0,0,25,1,24,0.0,1.0,0.0,0.0,0.0,0
2455,26.98,3,0,0,45,2,60,1.0,0.0,0.0,0.0,0.0,0
2456,105.67,15,0,0,76,2,62,0.0,0.0,0.0,1.0,0.0,0
2457,177.14,15,0,1,77,4,22,0.0,0.0,1.0,0.0,0.0,0
2458,120.81,17,1,0,80,2,48,0.0,0.0,1.0,0.0,0.0,0
2459,92.48,7,1,0,97,3,36,0.0,1.0,0.0,0.0,0.0,0
2460,916.39,9,0,0,90,4,68,0.0,0.0,0.0,0.0,1.0,0
2461,382.12,15,1,0,91,2,53,0.0,0.0,0.0,1.0,0.0,0
2462,175.79,22,1,0,57,3,61,0.0,1.0,0.0,0.0,0.0,0
2463,151.65,23,0,0,47,3,67,0.0,0.0,0.0,0.0,1.0,0
2464,174.48,10,0,0,30,1,52,0.0,0.0,0.0,0.0,1.0,0
2465,40.46,5,0,0,71,3,60,0.0,0.0,0.0,1.0,0.0,0
2466,90.5,0,1,0,82,3,26,0.0,0.0,0.0,1.0,0.0,0
2467,7.25,11,0,1,29,4,41,0.0,0.0,0.0,0.0,1.0,0
2468,116.17,5,0,0,33,2,35,1.0,0.0,0.0,0.0,0.0,0
2469,140.96,12,0,0,27,3,61,0.0,1.0,0.0,0.0,0.0,0
2470,46.52,16,0,0,85,2,26,0.0,0.0,0.0,1.0,0.0,0
2471,598.51,0,0,0,88,3,55,0.0,0.0,0.0,0.0,1.0,0
2472,432.34,7,0,0,70,0,51,1.0,0.0,0.0,0.0,0.0,0
2473,230.52,21,1,0,80,3,50,0.0,0.0,1.0,0.0,0.0,0
2474,137.21,7,0,0,63,0,21,0.0,0.0,0.0,0.0,1.0,0
2475,367.2,23,0,0,37,1,37,1.0,0.0,0.0,0.0,0.0,0
2476,25.2,10,0,0,65,0,40,0.0,0.0,1.0,0.0,0.0,0
2477,281.35,13,0,0,35,3,67,1.0,0.0,0.0,0.0,0.0,0
2478,24.0,23,0,0,65,2,53,0.0,0.0,0.0,1.0,0.0,0
2479,284.56,9,1,1,99,2,43,0.0,0.0,0.0,0.0,1.0,0
2480,58.08,14,0,0,71,4,60,0.0,0.0,1.0,0.0,0.0,0
2481,377.34,6,0,0,73,3,18,1.0,0.0,0.0,0.0,0.0,0
2482,518.97,6,1,0,89,3,56,0.0,0.0,1.0,0.0,0.0,0
2483,29.0,9,1,0,59,3,60,0.0,1.0,0.0,0.0,0.0,0
2484,111.81,3,0,0,59,1,49,0.0,0.0,0.0,0.0,1.0,0
2485,713.28,17,0,0,91,3,65,0.0,0.0,0.0,1.0,0.0,0
2486,118.89,9,0,0,28,5,68,0.0,0.0,1.0,0.0,0.0,0
2487,358.52,18,0,0,48,2,45,1.0,0.0,0.0,0.0,0.0,0
2488,159.93,13,0,0,60,1,41,0.0,0.0,1.0,0.0,0.0,0
2489,84.7,12,0,1,80,3,30,1.0,0.0,0.0,0.0,0.0,0
2490,60.58,14,0,0,28,3,50,0.0,0.0,1.0,0.0,0.0,0
2491,40.89,15,0,0,64,1,29,0.0,0.0,0.0,1.0,0.0,0
2492,258.23,1,0,0,67,1,50,0.0,0.0,0.0,1.0,0.0,0
2493,87.96,3,0,0,82,1,31,0.0,0.0,0.0,0.0,1.0,0
2494,128.87,20,0,0,86,1,30,0.0,0.0,0.0,1.0,0.0,0
2495,122.02,17,0,0,31,0,65,0.0,0.0,1.0,0.0,0.0,0
2496,154.99,16,0,0,33,1,54,0.0,0.0,1.0,0.0,0.0,0
2497,361.22,9,0,0,46,1,44,0.0,0.0,0.0,1.0,0.0,0
2498,710.94,20,0,0,28,1,21,0.0,1.0,0.0,0.0,0.0,0
2499,94.24,8,0,1,60,2,21,0.0,0.0,1.0,0.0,0.0,0
2500,316.34,14,0,0,94,2,57,0.0,0.0,0.0,0.0,1.0,0
2501,260.31,11,0,0,91,4,64,0.0,1.0,0.0,0.0,0.0,0
2502,153.4,20,0,0,59,1,33,0.0,0.0,0.0,1.0,0.0,0
2503,562.43,8,0,0,57,3,56,1.0,0.0,0.0,0.0,0.0,0
2504,40.27,13,1,1,31,1,57,0.0,0.0,1.0,0.0,0.0,1
2505,20.83,12,0,0,79,5,35,1.0,0.0,0.0,0.0,0.0,0
2506,346.3,5,0,0,71,2,33,0.0,0.0,0.0,0.0,1.0,0
2507,104.09,18,0,0,86,3,64,0.0,1.0,0.0,0.0,0.0,0
2508,337.88,3,0,0,91,1,48,1.0,0.0,0.0,0.0,0.0,0
2509,402.44,19,0,0,88,1,43,0.0,0.0,0.0,0.0,1.0,0
2510,11.61,16,1,0,67,1,40,1.0,0.0,0.0,0.0,0.0,0
2511,386.92,18,0,0,42,1,69,1.0,0.0,0.0,0.0,0.0,0
2512,107.06,2,0,0,27,2,65,0.0,0.0,0.0,0.0,1.0,0
2513,128.56,13,0,0,83,1,65,0.0,0.0,1.0,0.0,0.0,0
2514,177.32,16,0,0,86,3,19,1.0,0.0,0.0,0.0,0.0,0
2515,469.6,12,0,0,63,2,55,0.0,0.0,0.0,0.0,1.0,0
2516,3.47,8,0,0,88,4,28,1.0,0.0,0.0,0.0,0.0,0
2517,116.62,0,0,0,97,3,22,0.0,0.0,1.0,0.0,0.0,0
2518,209.5,16,0,0,84,3,64,0.0,0.0,0.0,0.0,1.0,0
2519,230.88,15,0,0,66,1,31,1.0,0.0,0.0,0.0,0.0,0
2520,212.29,17,0,0,29,2,33,0.0,0.0,0.0,1.0,0.0,0
2521,25.99,1,0,0,70,4,65,0.0,0.0,1.0,0.0,0.0,0
2522,64.05,13,0,0,28,2,58,1.0,0.0,0.0,0.0,0.0,0
2523,79.97,21,1,0,38,0,68,0.0,1.0,0.0,0.0,0.0,0
2524,293.74,22,0,0,35,1,54,0.0,0.0,0.0,0.0,1.0,0
2525,58.82,16,0,0,84,5,38,1.0,0.0,0.0,0.0,0.0,0
2526,42.59,2,0,1,46,2,25,0.0,0.0,1.0,0.0,0.0,0
2527,568.27,1,0,0,29,4,31,0.0,0.0,1.0,0.0,0.0,0
2528,1.6,7,0,0,77,2,26,0.0,1.0,0.0,0.0,0.0,0
2529,1103.19,1,0,0,36,0,29,0.0,1.0,0.0,0.0,0.0,1
2530,203.32,1,0,0,45,2,32,1.0,0.0,0.0,0.0,0.0,0
2531,317.34,8,0,0,48,1,42,0.0,0.0,0.0,1.0,0.0,0
2532,62.82,19,0,1,37,1,38,0.0,0.0,1.0,0.0,0.0,0
2533,2.6,20,1,0,50,2,63,0.0,0.0,0.0,1.0,0.0,0
2534,241.0,5,0,0,64,1,51,0.0,0.0,0.0,1.0,0.0,0
2535,323.4,11,0,0,50,1,43,1.0,0.0,0.0,0.0,0.0,0
2536,242.8,8,0,0,69,1,21,0.0,0.0,0.0,0.0,1.0,0
2537,27.75,6,0,0,54,5,42,0.0,0.0,0.0,0.0,1.0,0
2538,252.02,11,0,0,88,3,57,0.0,0.0,0.0,0.0,1.0,0
2539,263.7,4,0,0,97,3,49,0.0,1.0,0.0,0.0,0.0,0
2540,193.41,15,1,0,62,1,46,0.0,0.0,1.0,0.0,0.0,0
2541,261.53,4,1,0,42,3,39,0.0,1.0,0.0,0.0,0.0,0
2542,336.65,11,0,0,33,2,51,0.0,0.0,1.0,0.0,0.0,0
2543,171.16,23,0,0,80,2,36,0.0,0.0,1.0,0.0,0.0,0
2544,16.7,19,0,0,62,2,67,0.0,0.0,1.0,0.0,0.0,0
2545,120.37,8,0,0,45,2,23,1.0,0.0,0.0,0.0,0.0,0
2546,14.55,22,0,0,95,2,37,0.0,0.0,0.0,0.0,1.0,0
2547,94.23,6,0,0,36,1,33,0.0,1.0,0.0,0.0,0.0,0
2548,94.09,18,0,1,60,1,50,0.0,1.0,0.0,0.0,0.0,0
2549,12.29,19,0,0,35,1,26,1.0,0.0,0.0,0.0,0.0,0
2550,77.21,22,0,1,91,5,39,0.0,0.0,1.0,0.0,0.0,0
2551,21.18,10,0,0,51,4,51,0.0,0.0,0.0,0.0,1.0,0
2552,297.27,20,1,0,87,2,64,0.0,0.0,0.0,1.0,0.0,0
2553,531.1,11,0,0,95,2,36,0.0,0.0,0.0,1.0,0.0,0
2554,13.51,2,0,0,90,2,58,1.0,0.0,0.0,0.0,0.0,0
2555,558.66,16,0,0,98,1,58,0.0,0.0,0.0,0.0,1.0,0
2556,133.08,6,0,0,91,3,54,0.0,0.0,0.0,1.0,0.0,0
2557,64.09,21,1,0,89,1,21,0.0,0.0,0.0,1.0,0.0,0
2558,14.4,9,0,0,58,2,22,0.0,1.0,0.0,0.0,0.0,0
2559,124.99,22,0,0,58,1,29,0.0,0.0,0.0,0.0,1.0,0
2560,284.83,14,0,0,88,1,50,0.0,0.0,0.0,1.0,0.0,0
2561,221.02,1,0,0,41,3,68,0.0,1.0,0.0,0.0,0.0,0
2562,9.28,12,0,0,75,2,26,0.0,0.0,0.0,0.0,1.0,0
2563,13.63,3,0,0,80,1,61,0.0,0.0,1.0,0.0,0.0,0
2564,92.81,17,1,0,72,1,46,0.0,0.0,0.0,0.0,1.0,0
2565,62.99,23,0,0,86,0,47,1.0,0.0,0.0,0.0,0.0,0
2566,47.6,22,0,0,80,0,46,0.0,1.0,0.0,0.0,0.0,0
2567,59.38,0,0,0,35,0,62,0.0,0.0,1.0,0.0,0.0,0
2568,292.86,1,0,0,44,2,69,0.0,1.0,0.0,0.0,0.0,0
2569,476.69,1,0,0,92,1,34,0.0,1.0,0.0,0.0,0.0,0
2570,93.49,3,0,0,58,2,52,0.0,0.0,0.0,1.0,0.0,0
2571,425.82,2,0,0,66,5,30,0.0,0.0,0.0,0.0,1.0,0
2572,69.82,16,0,0,65,2,63,0.0,1.0,0.0,0.0,0.0,0
2573,116.48,13,0,0,86,3,53,0.0,1.0,0.0,0.0,0.0,0
2574,46.12,1,0,1,41,1,21,1.0,0.0,0.0,0.0,0.0,0
2575,184.14,15,0,0,36,2,18,1.0,0.0,0.0,0.0,0.0,0
2576,695.22,10,0,0,92,3,55,1.0,0.0,0.0,0.0,0.0,0
2577,166.51,12,0,0,65,5,60,0.0,1.0,0.0,0.0,0.0,0
2578,79.72,0,0,0,38,0,44,0.0,0.0,1.0,0.0,0.0,0
2579,187.85,22,0,0,28,2,45,0.0,0.0,0.0,0.0,1.0,0
2580,23.61,1,0,0,98,3,42,0.0,1.0,0.0,0.0,0.0,0
2581,395.13,1,0,0,38,5,41,0.0,0.0,0.0,1.0,0.0,1
2582,125.88,20,0,0,33,3,19,0.0,0.0,1.0,0.0,0.0,0
2583,107.4,4,0,0,67,2,40,0.0,0.0,1.0,0.0,0.0,0
2584,158.68,3,0,0,44,1,68,0.0,0.0,0.0,0.0,1.0,0
2585,176.45,11,0,0,25,4,39,0.0,0.0,1.0,0.0,0.0,0
2586,13.41,2,0,0,96,2,35,0.0,0.0,0.0,0.0,1.0,0
2587,206.58,19,0,0,41,1,69,0.0,0.0,1.0,0.0,0.0,0
2588,49.86,9,0,0,44,1,33,0.0,0.0,0.0,0.0,1.0,0
2589,225.29,19,0,0,83,3,49,1.0,0.0,0.0,0.0,0.0,0
2590,311.22,17,0,1,37,1,20,1.0,0.0,0.0,0.0,0.0,0
2591,293.3,20,0,0,71,2,18,0.0,0.0,1.0,0.0,0.0,0
2592,144.73,20,0,0,74,0,51,0.0,0.0,1.0,0.0,0.0,0
2593,132.18,20,0,0,64,2,62,0.0,0.0,0.0,0.0,1.0,0
2594,27.75,9,0,0,31,2,43,0.0,0.0,0.0,0.0,1.0,0
2595,268.78,0,0,0,79,1,63,0.0,1.0,0.0,0.0,0.0,0
2596,57.0,5,0,0,75,3,57,1.0,0.0,0.0,0.0,0.0,0
2597,123.58,10,0,1,26,3,63,0.0,1.0,0.0,0.0,0.0,0
2598,60.2,1,0,0,38,0,23,0.0,1.0,0.0,0.0,0.0,0
2599,25.86,6,0,0,41,4,61,0.0,0.0,0.0,1.0,0.0,0
2600,178.75,19,0,0,25,3,53,0.0,0.0,0.0,0.0,1.0,0
2601,10.06,20,0,0,25,3,26,0.0,0.0,0.0,1.0,0.0,0
2602,248.56,20,0,0,50,0,24,0.0,0.0,0.0,1.0,0.0,0
2603,68.78,20,0,0,70,3,48,0.0,1.0,0.0,0.0,0.0,0
2604,0.02,17,0,0,37,4,50,0.0,0.0,0.0,1.0,0.0,0
2605,128.82,20,0,0,58,5,21,0.0,0.0,0.0,0.0,1.0,0
2606,8.64,18,0,0,86,4,23,0.0,1.0,0.0,0.0,0.0,0
2607,58.18,3,0,0,97,0,28,0.0,0.0,0.0,0.0,1.0,0
2608,220.95,12,1,0,75,4,57,0.0,0.0,1.0,0.0,0.0,0
2609,11.65,17,0,0,65,2,30,0.0,0.0,0.0,1.0,0.0,0
2610,329.12,19,0,0,79,2,26,0.0,1.0,0.0,0.0,0.0,0
2611,0.69,23,0,0,52,2,68,1.0,0.0,0.0,0.0,0.0,0
2612,51.02,12,0,0,85,1,35,0.0,0.0,0.0,0.0,1.0,0
2613,243.1,18,0,0,31,0,43,0.0,0.0,0.0,1.0,0.0,0
2614,68.43,16,0,0,26,0,40,0.0,0.0,0.0,0.0,1.0,0
2615,19.34,0,0,0,26,2,40,0.0,0.0,0.0,0.0,1.0,0
2616,80.4,5,0,0,52,2,68,0.0,0.0,1.0,0.0,0.0,0
2617,56.74,18,0,0,78,2,22,0.0,0.0,0.0,0.0,1.0,0
2618,332.94,19,0,0,82,0,27,0.0,0.0,1.0,0.0,0.0,0
2619,67.67,0,0,0,71,3,64,0.0,0.0,1.0,0.0,0.0,0
2620,280.0,7,0,0,85,3,57,0.0,0.0,1.0,0.0,0.0,0
2621,400.4,16,0,0,64,1,36,0.0,0.0,0.0,1.0,0.0,0
2622,102.39,20,0,0,42,7,25,0.0,0.0,0.0,0.0,1.0,0
2623,433.32,21,0,0,38,1,32,0.0,0.0,0.0,0.0,1.0,0
2624,85.27,14,0,0,49,3,36,0.0,0.0,1.0,0.0,0.0,0
2625,598.76,17,0,0,34,6,21,0.0,0.0,0.0,0.0,1.0,0
2626,16.84,6,0,0,72,6,52,0.0,0.0,0.0,0.0,1.0,0
2627,209.09,15,0,0,72,2,54,0.0,0.0,1.0,0.0,0.0,0
2628,122.55,6,0,0,85,1,29,1.0,0.0,0.0,0.0,0.0,0
2629,88.28,16,0,0,77,0,48,1.0,0.0,0.0,0.0,0.0,0
2630,180.29,3,1,1,33,2,33,0.0,0.0,1.0,0.0,0.0,1
2631,219.04,11,0,0,35,3,57,0.0,0.0,0.0,1.0,0.0,0
2632,0.79,12,0,0,51,1,38,0.0,0.0,0.0,0.0,1.0,0
2633,32.88,3,0,0,83,5,37,0.0,0.0,0.0,0.0,1.0,0
2634,224.72,20,0,0,82,0,67,1.0,0.0,0.0,0.0,0.0,0
2635,197.6,0,0,0,37,4,39,0.0,0.0,1.0,0.0,0.0,0
2636,608.9,0,0,0,89,5,61,0.0,0.0,0.0,1.0,0.0,0
2637,257.66,6,0,0,35,0,22,0.0,0.0,1.0,0.0,0.0,0
2638,542.04,8,0,0,81,0,25,1.0,0.0,0.0,0.0,0.0,0
2639,218.25,0,0,0,91,3,25,1.0,0.0,0.0,0.0,0.0,0
2640,63.7,15,0,0,90,2,50,0.0,0.0,0.0,0.0,1.0,0
2641,20.04,17,0,0,48,4,44,0.0,1.0,0.0,0.0,0.0,0
2642,274.04,21,0,1,73,2,47,0.0,0.0,0.0,1.0,0.0,0
2643,185.98,14,0,0,64,2,45,0.0,0.0,0.0,1.0,0.0,0
2644,8.89,5,0,0,94,2,57,0.0,1.0,0.0,0.0,0.0,0
2645,80.35,1,0,0,26,4,68,1.0,0.0,0.0,0.0,0.0,0
2646,565.54,8,0,0,78,1,35,0.0,0.0,1.0,0.0,0.0,0
2647,124.91,3,0,0,39,2,69,0.0,0.0,0.0,1.0,0.0,0
2648,102.05,12,0,0,72,1,27,0.0,1.0,0.0,0.0,0.0,0
2649,110.15,22,0,0,78,2,57,0.0,0.0,0.0,0.0,1.0,0
2650,42.18,21,0,0,70,1,30,0.0,0.0,0.0,0.0,1.0,0
2651,82.8,10,0,0,81,3,54,1.0,0.0,0.0,0.0,0.0,0
2652,83.11,12,0,0,79,1,60,0.0,0.0,0.0,1.0,0.0,0
2653,9.68,10,0,0,84,5,57,0.0,0.0,1.0,0.0,0.0,0
2654,262.65,18,0,0,54,1,68,0.0,0.0,0.0,1.0,0.0,0
2655,96.97,7,0,0,52,0,40,0.0,0.0,0.0,0.0,1.0,0
2656,310.86,6,1,1,76,2,36,0.0,0.0,0.0,1.0,0.0,0
2657,341.9,15,0,0,65,4,40,0.0,0.0,0.0,0.0,1.0,0
2658,42.88,2,1,0,45,3,58,0.0,1.0,0.0,0.0,0.0,0
2659,192.79,16,0,0,66,2,33,0.0,1.0,0.0,0.0,0.0,0
2660,115.05,17,0,0,37,9,29,0.0,0.0,0.0,0.0,1.0,0
2661,381.88,14,0,0,69,0,53,0.0,0.0,1.0,0.0,0.0,0
2662,43.74,16,0,0,78,3,21,0.0,0.0,1.0,0.0,0.0,0
2663,203.87,10,0,0,43,3,29,0.0,0.0,0.0,1.0,0.0,0
